age,gender,married,dependents,education,self_employed,employment_type,applicant_income,coapplicant_income,credit_score,loan_amount,loan_term_months,existing_loans_count,property_area,loan_status
53,Male,Yes,2,Graduate,No,Salaried,30170,0,571,299,120,0,Semiurban,Rejected
21,Male,Yes,0,Graduate,Yes,Salaried,26015,17399,874,253,240,0,Semiurban,Approved
55,Male,Yes,0,Graduate,No,Self-Employed,38826,27976,640,64,360,0,Semiurban,Rejected
42,Male,No,0,Graduate,No,Salaried,27881,0,562,69,60,0,Urban,Rejected
26,Male,No,1,Graduate,Yes,Business,30349,0,882,361,120,2,Semiurban,Approved
32,Male,Yes,2,Graduate,Yes,Self-Employed,41740,0,615,118,360,1,Urban,Rejected
42,Male,Yes,0,Graduate,No,Salaried,26010,7603,534,68,120,0,Semiurban,Rejected
33,Male,Yes,3,Graduate,No,Self-Employed,34441,32232,576,231,240,0,Urban,Rejected
25,Male,Yes,0,Not Graduate,No,Salaried,26298,0,693,139,180,0,Semiurban,Approved
46,Male,Yes,0,Graduate,Yes,Business,19874,0,684,179,180,1,Urban,Approved
47,Male,No,1,Graduate,No,Business,53202,0,605,44,120,1,Rural,Approved
25,Female,Yes,1,Graduate,No,Self-Employed,85297,20132,636,114,120,0,Semiurban,Rejected
31,Male,No,0,Graduate,No,Salaried,61839,0,685,216,180,1,Urban,Rejected
30,Female,Yes,1,Graduate,No,Business,42867,14837,799,97,180,1,Semiurban,Approved
46,Male,Yes,0,Graduate,No,Self-Employed,26350,43102,710,249,240,3,Urban,Rejected
49,Female,Yes,1,Graduate,No,Business,31462,0,629,70,360,1,Urban,Approved
49,Male,Yes,1,Graduate,No,Salaried,61606,16293,659,127,240,0,Urban,Approved
57,Male,Yes,3,Graduate,No,Business,11606,0,749,306,180,0,Rural,Approved
50,Male,Yes,0,Graduate,No,Self-Employed,30284,0,831,76,180,2,Rural,Approved
33,Female,No,1,Not Graduate,No,Salaried,52421,10551,581,154,120,0,Rural,Approved
25,Male,Yes,1,Graduate,No,Business,20555,16699,780,180,240,0,Urban,Approved
44,Male,No,0,Graduate,No,Self-Employed,44878,0,652,141,180,1,Urban,Approved
56,Male,No,0,Graduate,No,Business,43848,0,534,119,360,1,Rural,Rejected
59,Female,Yes,3,Graduate,Yes,Salaried,17550,0,516,87,240,1,Urban,Rejected
29,Male,Yes,0,Graduate,No,Salaried,37930,17724,800,148,120,1,Semiurban,Approved
30,Male,Yes,2,Graduate,No,Self-Employed,26670,0,811,128,180,0,Rural,Approved
22,Male,Yes,0,Graduate,No,Salaried,44714,0,629,65,240,1,Urban,Approved
26,Female,No,2,Graduate,No,Self-Employed,50762,11282,661,233,360,2,Urban,Rejected
42,Male,No,0,Graduate,Yes,Self-Employed,44332,18070,520,85,180,0,Rural,Rejected
42,Male,Yes,3,Graduate,No,Salaried,37658,0,749,66,240,0,Semiurban,Approved
35,Female,Yes,1,Graduate,Yes,Self-Employed,41958,6046,677,100,120,3,Rural,Approved
33,Male,No,0,Graduate,No,Salaried,20170,9969,540,86,360,0,Semiurban,Approved
53,Male,No,1,Graduate,No,Self-Employed,35761,0,698,118,180,0,Urban,Approved
38,Male,Yes,1,Graduate,No,Business,24386,13276,555,72,240,0,Rural,Rejected
52,Male,No,0,Graduate,No,Salaried,60826,0,730,168,180,1,Rural,Approved
58,Male,Yes,0,Graduate,No,Salaried,51104,0,583,268,360,1,Rural,Rejected
33,Male,Yes,1,Graduate,No,Salaried,51032,0,710,142,240,1,Semiurban,Rejected
28,Female,Yes,1,Graduate,No,Salaried,85541,16098,621,65,120,0,Semiurban,Approved
58,Female,Yes,0,Graduate,No,Business,30792,17901,467,85,180,0,Urban,Rejected
45,Male,No,2,Graduate,Yes,Salaried,27598,0,770,150,120,1,Urban,Approved
32,Male,Yes,0,Graduate,No,Salaried,30430,0,775,50,240,0,Rural,Approved
45,Male,Yes,0,Graduate,No,Salaried,16299,20723,633,73,240,1,Rural,Rejected
41,Female,Yes,1,Not Graduate,No,Self-Employed,16953,28375,705,59,180,1,Semiurban,Approved
56,Male,Yes,0,Graduate,No,Self-Employed,49541,0,719,142,120,2,Rural,Approved
30,Male,Yes,0,Not Graduate,Yes,Salaried,18078,22284,722,396,360,0,Urban,Approved
59,Male,Yes,0,Graduate,No,Salaried,21217,0,835,71,360,0,Rural,Approved
57,Male,No,0,Graduate,No,Salaried,34515,0,718,202,180,1,Semiurban,Approved
28,Male,Yes,0,Not Graduate,No,Salaried,29551,11306,648,101,240,1,Semiurban,Rejected
27,Female,No,1,Graduate,No,Salaried,56547,0,719,69,120,0,Semiurban,Approved
41,Male,Yes,0,Graduate,No,Self-Employed,37430,0,641,294,120,2,Semiurban,Rejected
22,Female,No,2,Graduate,No,Salaried,24362,0,584,395,360,1,Rural,Rejected
32,Male,No,1,Graduate,No,Salaried,59031,0,790,165,240,0,Urban,Approved
37,Female,Yes,0,Graduate,No,Self-Employed,52281,8235,728,161,60,1,Rural,Approved
58,Female,Yes,0,Not Graduate,No,Self-Employed,17935,0,512,139,180,1,Urban,Rejected
59,Female,No,2,Graduate,No,Salaried,41198,20177,618,125,180,0,Urban,Rejected
26,Male,Yes,0,Graduate,No,Salaried,25399,0,748,159,120,0,Semiurban,Approved
55,Male,Yes,0,Graduate,No,Self-Employed,25066,0,539,188,360,0,Rural,Rejected
24,Male,Yes,2,Graduate,No,Salaried,92481,48782,612,308,120,0,Rural,Rejected
50,Male,Yes,1,Graduate,No,Self-Employed,38644,0,900,103,120,1,Urban,Approved
53,Male,Yes,1,Graduate,No,Self-Employed,32573,0,650,143,240,0,Urban,Rejected
55,Female,No,0,Graduate,No,Business,37891,0,777,128,120,0,Semiurban,Approved
29,Female,Yes,0,Graduate,No,Salaried,56225,0,815,224,180,1,Rural,Approved
55,Male,No,0,Graduate,No,Salaried,25571,16176,598,446,180,0,Rural,Rejected
25,Male,No,1,Graduate,Yes,Business,27850,10117,704,228,120,2,Rural,Approved
41,Female,Yes,0,Graduate,Yes,Salaried,50430,12134,865,200,180,1,Semiurban,Approved
39,Female,Yes,0,Graduate,No,Salaried,17014,0,721,211,180,1,Rural,Approved
33,Male,Yes,0,Graduate,No,Salaried,59599,0,893,253,360,0,Urban,Approved
21,Male,Yes,1,Graduate,Yes,Salaried,16275,0,623,449,360,0,Rural,Approved
51,Female,Yes,1,Not Graduate,No,Self-Employed,32116,0,842,58,120,1,Semiurban,Approved
34,Male,Yes,0,Graduate,No,Business,16327,0,682,181,180,0,Urban,Approved
46,Male,Yes,0,Graduate,No,Self-Employed,21416,13622,651,37,240,1,Semiurban,Approved
36,Female,No,0,Not Graduate,No,Salaried,69483,6227,738,216,120,0,Rural,Approved
35,Female,Yes,0,Graduate,No,Business,61220,0,670,177,120,1,Urban,Rejected
55,Female,Yes,0,Not Graduate,No,Self-Employed,64580,56857,672,102,180,0,Urban,Rejected
24,Female,Yes,0,Graduate,No,Salaried,17597,0,724,35,180,0,Semiurban,Approved
49,Male,Yes,1,Graduate,Yes,Self-Employed,21471,32155,517,133,360,0,Rural,Rejected
50,Male,No,2,Graduate,No,Salaried,43042,0,608,150,120,1,Semiurban,Approved
35,Male,Yes,3,Graduate,No,Salaried,51930,19136,745,130,60,0,Urban,Approved
31,Male,Yes,3,Graduate,No,Self-Employed,24349,0,769,98,360,0,Semiurban,Approved
21,Male,Yes,0,Graduate,No,Salaried,27188,0,712,86,360,1,Urban,Approved
57,Male,Yes,0,Not Graduate,No,Salaried,20626,24687,705,131,180,1,Urban,Approved
57,Male,Yes,0,Graduate,No,Self-Employed,83210,23823,716,90,240,1,Urban,Approved
30,Female,Yes,1,Not Graduate,No,Salaried,28639,0,766,201,240,0,Semiurban,Approved
22,Male,No,0,Not Graduate,No,Salaried,36888,22373,552,129,120,0,Urban,Rejected
25,Male,No,0,Graduate,No,Salaried,37867,10760,634,57,240,0,Urban,Rejected
23,Male,Yes,0,Graduate,No,Self-Employed,63121,0,673,147,240,3,Urban,Rejected
53,Male,No,0,Not Graduate,No,Business,22556,25980,698,165,180,0,Semiurban,Approved
55,Female,Yes,1,Graduate,No,Salaried,65129,21127,490,302,360,0,Urban,Rejected
26,Male,No,1,Graduate,Yes,Self-Employed,19161,14198,567,214,360,0,Urban,Approved
50,Male,Yes,0,Graduate,No,Salaried,65047,0,679,86,180,1,Semiurban,Approved
27,Female,Yes,3,Graduate,No,Salaried,15404,0,771,274,60,0,Rural,Approved
35,Male,Yes,0,Not Graduate,No,Salaried,34466,5425,642,67,360,1,Rural,Rejected
44,Male,Yes,0,Graduate,No,Salaried,81856,10356,620,136,180,0,Semiurban,Rejected
49,Male,No,0,Graduate,Yes,Salaried,51463,0,728,196,120,1,Semiurban,Approved
55,Male,Yes,1,Not Graduate,No,Self-Employed,44829,0,650,278,240,2,Rural,Approved
22,Male,Yes,1,Graduate,No,Self-Employed,21500,31356,759,345,240,0,Semiurban,Approved
28,Male,Yes,0,Graduate,No,Business,25150,0,660,254,120,3,Semiurban,Rejected
31,Male,No,3,Graduate,No,Business,71125,0,580,125,120,2,Urban,Rejected
33,Male,No,0,Graduate,No,Salaried,45990,10679,808,179,360,0,Urban,Approved
59,Male,Yes,0,Graduate,No,Salaried,56677,10380,791,150,360,1,Urban,Approved
51,Male,Yes,1,Graduate,No,Salaried,37680,0,594,94,180,1,Urban,Approved
33,Female,Yes,3,Graduate,No,Salaried,31544,16998,716,127,120,2,Rural,Approved
58,Male,No,1,Graduate,No,Business,53281,18395,651,330,180,1,Urban,Approved
40,Male,No,3,Graduate,Yes,Salaried,41344,0,736,186,180,1,Semiurban,Approved
40,Male,Yes,0,Graduate,No,Salaried,33357,8034,601,376,120,0,Rural,Rejected
37,Male,No,1,Graduate,No,Salaried,17908,15891,758,78,180,2,Semiurban,Approved
26,Male,Yes,2,Graduate,No,Business,58510,12102,788,111,60,0,Urban,Approved
57,Female,No,0,Not Graduate,No,Salaried,45252,0,595,165,240,1,Rural,Rejected
21,Female,Yes,0,Not Graduate,No,Self-Employed,26819,0,686,195,240,0,Urban,Approved
27,Male,Yes,3,Graduate,No,Salaried,65488,23395,789,127,240,1,Urban,Approved
29,Male,Yes,0,Graduate,Yes,Salaried,41024,5316,590,200,120,1,Semiurban,Approved
31,Female,Yes,0,Graduate,No,Salaried,41427,0,620,200,180,0,Urban,Rejected
26,Male,No,2,Graduate,Yes,Self-Employed,56497,0,740,67,180,1,Rural,Approved
21,Male,Yes,3,Not Graduate,No,Self-Employed,50734,0,666,196,180,2,Urban,Rejected
47,Male,No,3,Not Graduate,No,Salaried,42059,13546,538,230,240,0,Rural,Rejected
58,Male,No,2,Graduate,Yes,Salaried,33048,17421,651,156,240,0,Urban,Rejected
25,Female,No,0,Graduate,No,Salaried,97913,10436,837,54,240,0,Rural,Approved
32,Male,No,3,Not Graduate,No,Salaried,25162,0,866,117,120,0,Urban,Approved
40,Female,Yes,0,Graduate,No,Salaried,52732,0,623,167,240,2,Rural,Rejected
57,Male,Yes,1,Graduate,No,Salaried,34824,16967,598,87,120,0,Urban,Rejected
48,Male,Yes,0,Graduate,No,Self-Employed,45586,0,639,213,180,1,Rural,Approved
50,Male,Yes,2,Graduate,No,Self-Employed,67286,0,842,193,180,0,Rural,Approved
43,Male,No,1,Graduate,No,Self-Employed,31077,0,756,144,240,0,Semiurban,Approved
37,Male,Yes,2,Graduate,No,Self-Employed,49066,0,812,135,360,1,Urban,Approved
28,Male,Yes,0,Graduate,No,Business,41472,9715,770,148,120,0,Semiurban,Approved
54,Male,Yes,0,Graduate,No,Business,26353,0,561,134,360,2,Semiurban,Rejected
52,Female,Yes,0,Not Graduate,No,Salaried,68122,15127,595,71,240,0,Semiurban,Rejected
21,Male,No,0,Not Graduate,No,Salaried,51823,16149,617,108,180,1,Semiurban,Approved
48,Male,Yes,1,Graduate,No,Salaried,29223,11839,633,139,180,1,Rural,Rejected
24,Male,No,0,Graduate,No,Business,63057,0,619,273,120,1,Rural,Approved
49,Male,Yes,1,Not Graduate,No,Salaried,23964,19378,629,190,120,1,Semiurban,Rejected
53,Female,No,0,Graduate,No,Salaried,35794,0,738,280,60,0,Urban,Approved
26,Female,Yes,0,Graduate,No,Salaried,29301,0,692,67,240,1,Urban,Rejected
37,Female,Yes,1,Graduate,No,Self-Employed,52873,0,790,112,120,1,Semiurban,Rejected
25,Male,Yes,0,Graduate,No,Salaried,28571,0,703,379,180,1,Rural,Approved
43,Male,Yes,0,Not Graduate,No,Self-Employed,53063,0,619,93,360,0,Semiurban,Approved
57,Male,No,0,Graduate,No,Salaried,48885,0,697,92,240,0,Urban,Approved
24,Male,Yes,0,Graduate,No,Business,30103,0,544,117,120,0,Urban,Rejected
36,Male,Yes,1,Not Graduate,No,Salaried,90659,0,472,368,240,0,Urban,Rejected
58,Male,No,0,Graduate,No,Business,25019,0,738,96,120,0,Rural,Approved
32,Male,Yes,0,Not Graduate,No,Salaried,17953,3877,772,177,240,0,Semiurban,Approved
26,Male,Yes,1,Graduate,No,Salaried,55718,0,686,163,60,0,Urban,Approved
40,Male,No,0,Graduate,No,Business,12398,0,645,51,120,0,Urban,Rejected
40,Female,Yes,1,Not Graduate,Yes,Business,76566,0,559,133,360,0,Urban,Rejected
46,Female,No,0,Not Graduate,No,Self-Employed,38211,7776,785,102,120,2,Semiurban,Rejected
33,Male,Yes,3,Not Graduate,No,Business,17792,5480,724,188,120,2,Semiurban,Approved
58,Female,No,0,Not Graduate,Yes,Salaried,22601,0,706,320,120,0,Urban,Approved
41,Male,No,0,Graduate,No,Salaried,16042,0,680,113,180,0,Urban,Approved
32,Female,No,3,Graduate,No,Salaried,43978,17826,638,113,240,0,Rural,Rejected
58,Female,Yes,1,Graduate,No,Business,18705,0,580,473,120,2,Rural,Rejected
57,Male,No,1,Not Graduate,No,Self-Employed,46679,0,703,94,60,2,Semiurban,Approved
40,Female,Yes,2,Graduate,No,Business,31182,13030,632,69,360,0,Semiurban,Rejected
21,Female,No,0,Graduate,No,Self-Employed,28633,0,642,267,120,0,Rural,Approved
44,Female,Yes,2,Not Graduate,No,Self-Employed,46848,11744,835,131,60,0,Semiurban,Approved
42,Female,Yes,1,Not Graduate,No,Salaried,49600,0,676,155,60,0,Rural,Rejected
26,Male,No,0,Not Graduate,No,Salaried,64402,23175,459,410,360,0,Urban,Rejected
45,Male,Yes,0,Graduate,No,Salaried,26453,27432,632,67,180,1,Urban,Rejected
53,Female,Yes,0,Graduate,No,Self-Employed,35778,0,590,122,180,0,Urban,Approved
25,Male,No,3,Not Graduate,Yes,Salaried,26432,14595,667,72,180,0,Rural,Approved
49,Male,Yes,0,Graduate,No,Business,39399,0,552,159,180,1,Semiurban,Rejected
26,Male,Yes,0,Graduate,No,Self-Employed,24609,0,719,102,240,1,Urban,Approved
50,Male,Yes,1,Not Graduate,No,Salaried,29377,21936,653,75,360,0,Rural,Rejected
37,Male,Yes,1,Graduate,No,Business,29451,0,637,194,180,1,Rural,Rejected
21,Female,Yes,0,Graduate,No,Salaried,42053,31097,693,135,240,0,Urban,Approved
58,Male,Yes,2,Graduate,No,Self-Employed,36369,0,673,72,60,0,Semiurban,Approved
27,Female,Yes,0,Graduate,No,Salaried,46777,0,668,74,180,0,Semiurban,Approved
44,Female,Yes,2,Not Graduate,No,Salaried,34424,0,660,149,180,0,Urban,Rejected
28,Male,Yes,0,Graduate,No,Salaried,27177,41356,678,58,120,0,Semiurban,Approved
57,Male,Yes,0,Graduate,No,Salaried,39960,0,711,150,120,1,Urban,Approved
49,Male,Yes,1,Graduate,No,Self-Employed,22958,0,700,262,120,2,Rural,Rejected
52,Female,Yes,0,Not Graduate,No,Business,48271,0,781,187,120,0,Rural,Approved
37,Female,Yes,0,Not Graduate,Yes,Business,31485,0,631,98,240,0,Rural,Approved
39,Male,No,0,Graduate,No,Salaried,40226,44543,701,154,60,0,Rural,Approved
45,Male,Yes,2,Graduate,Yes,Business,40539,86576,900,72,180,0,Urban,Approved
51,Male,Yes,2,Graduate,No,Salaried,80884,0,676,144,60,2,Urban,Approved
54,Male,Yes,2,Graduate,No,Salaried,43949,19949,680,114,180,0,Semiurban,Rejected
21,Female,Yes,3,Graduate,No,Self-Employed,37670,0,566,80,120,1,Urban,Rejected
46,Female,No,3,Graduate,No,Business,25689,53521,616,183,120,1,Semiurban,Rejected
25,Male,No,0,Graduate,No,Business,54241,9047,670,50,180,2,Urban,Rejected
32,Female,No,0,Graduate,No,Self-Employed,31726,80283,728,74,120,0,Urban,Approved
53,Male,Yes,2,Graduate,No,Salaried,16937,13491,738,79,180,0,Semiurban,Approved
30,Female,Yes,3,Graduate,No,Salaried,32940,0,709,104,180,0,Semiurban,Rejected
52,Male,Yes,3,Graduate,No,Salaried,39964,0,752,257,360,1,Semiurban,Approved
39,Male,Yes,2,Graduate,No,Salaried,24119,10039,590,196,180,1,Semiurban,Approved
30,Female,Yes,0,Graduate,No,Salaried,34232,20985,724,142,180,1,Semiurban,Rejected
34,Male,Yes,3,Graduate,Yes,Salaried,35040,6055,681,138,180,0,Rural,Approved
41,Male,Yes,3,Not Graduate,No,Salaried,35314,0,691,134,180,0,Semiurban,Approved
50,Female,No,1,Graduate,No,Salaried,67327,24304,647,267,180,1,Semiurban,Approved
44,Male,Yes,2,Not Graduate,No,Self-Employed,18849,0,594,54,180,0,Semiurban,Approved
57,Male,Yes,1,Graduate,No,Salaried,100398,0,571,198,180,2,Semiurban,Rejected
54,Male,No,3,Graduate,Yes,Salaried,35724,38283,709,104,240,2,Urban,Rejected
50,Male,No,0,Graduate,No,Self-Employed,48538,11346,725,173,180,0,Semiurban,Approved
44,Male,Yes,2,Graduate,No,Self-Employed,38713,20672,668,173,120,1,Urban,Approved
32,Male,Yes,0,Not Graduate,No,Salaried,15321,4283,679,194,180,0,Rural,Rejected
37,Female,Yes,0,Not Graduate,No,Salaried,21412,15239,615,296,240,2,Rural,Rejected
25,Male,Yes,0,Graduate,No,Business,27941,0,725,68,240,1,Semiurban,Approved
35,Male,Yes,0,Graduate,No,Self-Employed,59686,21728,685,222,120,0,Rural,Rejected
57,Female,Yes,0,Graduate,No,Salaried,18176,6346,647,130,180,1,Semiurban,Approved
37,Male,Yes,3,Not Graduate,No,Salaried,23674,0,758,107,360,0,Urban,Approved
25,Female,Yes,1,Not Graduate,No,Salaried,39436,0,738,371,120,0,Semiurban,Rejected
46,Male,No,2,Graduate,No,Salaried,46001,0,542,191,180,0,Rural,Rejected
58,Female,No,0,Not Graduate,No,Salaried,45314,0,684,109,120,0,Urban,Approved
54,Male,Yes,0,Not Graduate,No,Business,22203,14327,594,217,240,0,Urban,Rejected
31,Male,Yes,2,Graduate,Yes,Salaried,16334,0,693,131,120,3,Semiurban,Approved
38,Female,Yes,1,Graduate,No,Salaried,47550,0,396,108,240,0,Semiurban,Rejected
41,Male,No,0,Not Graduate,No,Self-Employed,74352,0,698,99,120,2,Semiurban,Approved
30,Male,No,2,Graduate,No,Salaried,30557,32323,744,156,60,0,Semiurban,Approved
31,Male,No,2,Graduate,No,Self-Employed,20489,13562,670,99,120,2,Rural,Approved
30,Male,Yes,1,Not Graduate,No,Salaried,29292,0,575,145,120,1,Urban,Rejected
59,Male,Yes,3,Graduate,No,Salaried,44224,10302,856,209,240,1,Semiurban,Approved
50,Male,Yes,1,Not Graduate,No,Salaried,32320,0,784,142,120,2,Rural,Approved
53,Male,Yes,1,Graduate,No,Business,73394,9222,632,361,60,1,Urban,Approved
52,Male,No,0,Graduate,No,Self-Employed,57670,0,657,135,360,1,Semiurban,Rejected
58,Male,Yes,0,Not Graduate,No,Self-Employed,39822,24760,502,264,180,2,Urban,Rejected
25,Male,Yes,0,Graduate,No,Salaried,13668,0,723,219,180,0,Urban,Approved
55,Male,Yes,2,Graduate,No,Self-Employed,25690,0,557,288,60,0,Semiurban,Rejected
23,Male,Yes,1,Graduate,No,Salaried,27612,0,740,360,360,3,Urban,Approved
39,Male,Yes,0,Graduate,No,Self-Employed,25002,10011,772,56,180,2,Semiurban,Approved
44,Male,Yes,1,Graduate,No,Salaried,39951,0,674,153,60,1,Semiurban,Approved
34,Male,No,0,Graduate,No,Self-Employed,40365,19956,584,127,180,1,Rural,Rejected
26,Male,No,0,Not Graduate,No,Salaried,15724,15909,792,142,180,2,Rural,Approved
28,Male,No,3,Not Graduate,No,Salaried,54301,5775,680,110,180,0,Urban,Approved
53,Male,Yes,0,Graduate,No,Self-Employed,36609,26827,688,102,180,0,Urban,Approved
33,Male,Yes,0,Graduate,No,Salaried,43426,0,596,77,180,0,Rural,Approved
33,Male,Yes,0,Graduate,No,Salaried,52702,31644,697,141,180,0,Urban,Approved
57,Female,Yes,0,Graduate,No,Business,24748,0,662,214,120,0,Urban,Approved
26,Male,Yes,1,Not Graduate,No,Salaried,68149,0,560,105,240,3,Urban,Rejected
56,Male,Yes,3,Graduate,No,Salaried,33830,0,801,114,60,1,Semiurban,Approved
56,Male,Yes,1,Not Graduate,No,Self-Employed,77364,9023,838,95,240,1,Urban,Approved
44,Male,Yes,1,Graduate,No,Self-Employed,23226,0,772,82,120,1,Urban,Approved
27,Male,No,0,Graduate,No,Salaried,74542,0,758,119,180,0,Semiurban,Approved
27,Male,Yes,1,Not Graduate,No,Salaried,23110,13127,839,159,180,1,Rural,Approved
32,Male,Yes,0,Graduate,No,Salaried,129883,35432,586,252,180,1,Urban,Approved
43,Male,Yes,0,Not Graduate,No,Salaried,22563,18928,585,74,240,1,Semiurban,Rejected
26,Female,Yes,2,Not Graduate,No,Self-Employed,61592,14159,643,132,180,0,Semiurban,Rejected
38,Female,No,0,Graduate,No,Business,30297,20916,707,242,360,2,Semiurban,Approved
25,Male,Yes,0,Graduate,No,Salaried,51923,23756,654,74,360,0,Urban,Approved
42,Male,No,0,Graduate,No,Salaried,35587,0,588,253,360,0,Urban,Approved
21,Female,No,2,Not Graduate,No,Self-Employed,21044,0,681,108,120,1,Urban,Rejected
48,Male,Yes,0,Not Graduate,No,Salaried,8969,7613,672,192,60,3,Rural,Rejected
23,Female,Yes,0,Graduate,No,Self-Employed,127235,0,756,120,240,0,Urban,Approved
28,Male,Yes,2,Graduate,No,Salaried,37666,26375,684,169,120,0,Rural,Approved
27,Female,Yes,0,Graduate,No,Salaried,8335,23696,509,300,240,3,Urban,Rejected
53,Female,Yes,3,Graduate,No,Self-Employed,42248,4253,715,126,60,3,Urban,Rejected
23,Male,No,0,Not Graduate,No,Business,51267,15124,822,221,240,0,Semiurban,Approved
37,Male,Yes,1,Not Graduate,No,Salaried,25399,0,683,154,60,2,Rural,Approved
44,Male,No,3,Graduate,No,Business,25484,35294,769,91,360,2,Urban,Approved
41,Male,Yes,0,Graduate,No,Salaried,35957,0,635,125,240,0,Urban,Rejected
47,Male,No,1,Graduate,Yes,Salaried,66257,0,731,121,120,1,Semiurban,Approved
52,Female,Yes,0,Graduate,No,Salaried,38177,7862,613,66,180,0,Urban,Approved
36,Male,Yes,2,Graduate,No,Salaried,75479,0,658,169,180,2,Semiurban,Rejected
53,Male,Yes,3,Not Graduate,No,Self-Employed,63934,0,659,187,360,0,Rural,Rejected
33,Female,Yes,1,Graduate,No,Salaried,32390,0,723,202,180,1,Urban,Approved
59,Male,No,3,Graduate,No,Salaried,16560,33082,606,274,180,2,Rural,Rejected
40,Male,Yes,1,Graduate,Yes,Salaried,32424,0,548,216,120,0,Urban,Rejected
49,Female,Yes,1,Graduate,No,Self-Employed,47252,55088,722,99,240,1,Rural,Approved
55,Male,Yes,0,Graduate,No,Business,37419,19346,719,110,60,0,Rural,Approved
51,Male,Yes,1,Not Graduate,Yes,Salaried,49872,0,690,204,360,0,Semiurban,Rejected
54,Male,Yes,2,Graduate,Yes,Salaried,55922,14355,764,163,180,2,Rural,Rejected
41,Female,Yes,1,Graduate,Yes,Business,47355,19865,662,133,240,2,Rural,Rejected
22,Male,Yes,0,Graduate,No,Salaried,31645,3096,705,87,240,1,Urban,Approved
40,Male,Yes,0,Graduate,No,Self-Employed,47096,0,649,103,120,2,Urban,Approved
28,Male,Yes,2,Graduate,No,Salaried,111051,18696,657,180,120,0,Urban,Approved
55,Male,No,3,Graduate,No,Business,17241,14861,711,51,120,1,Semiurban,Approved
30,Female,Yes,0,Graduate,No,Salaried,46335,0,884,42,120,2,Semiurban,Approved
29,Male,Yes,0,Not Graduate,No,Salaried,90763,14915,747,190,60,2,Semiurban,Rejected
30,Female,Yes,0,Graduate,No,Salaried,20185,6501,729,103,240,0,Semiurban,Rejected
46,Male,Yes,0,Graduate,No,Salaried,59907,0,750,170,180,0,Semiurban,Approved
43,Male,Yes,3,Graduate,No,Salaried,64046,0,469,295,180,1,Urban,Rejected
58,Female,Yes,0,Not Graduate,No,Business,17354,0,709,81,180,0,Urban,Approved
37,Male,Yes,0,Graduate,No,Salaried,51854,14416,762,58,120,1,Rural,Approved
32,Male,Yes,0,Not Graduate,No,Salaried,31709,27924,688,117,180,0,Urban,Approved
22,Female,Yes,0,Graduate,No,Salaried,35234,0,676,95,120,1,Urban,Rejected
21,Male,No,3,Not Graduate,No,Salaried,30869,9430,595,133,360,0,Urban,Rejected
35,Male,Yes,0,Graduate,No,Salaried,70007,0,641,176,240,1,Rural,Approved
57,Female,Yes,0,Graduate,No,Salaried,34336,0,605,158,120,3,Urban,Rejected
41,Male,Yes,0,Graduate,No,Self-Employed,28806,0,770,137,240,1,Semiurban,Approved
55,Male,Yes,3,Graduate,No,Self-Employed,29051,7664,815,228,180,3,Urban,Approved
